severity,source_ip_reputation,alert_frequency,bytes_transferred,hour_of_day,is_admin_account,failed_logins_last_hour,alert_type_encoded,label
1,5,95,2220654,19,0,8,4,0
1,10,63,8285493,19,0,41,4,0
2,33,6,751174,0,0,1,2,0
3,83,95,3006948,12,0,13,3,1
2,62,67,1551175,19,0,20,3,0
1,52,67,3874840,19,0,42,2,0
3,84,97,6629142,21,0,44,1,1
2,84,59,8029385,8,0,33,2,0
2,17,13,7864221,9,0,6,1,0
3,20,21,1737952,5,0,14,1,0
1,18,64,7388669,21,0,38,1,0
2,3,37,650868,6,0,11,0,0
4,76,80,9279042,22,0,6,0,1
1,81,85,8955569,15,0,4,1,0
2,28,48,4258998,16,0,46,2,0
3,24,56,635980,23,0,38,2,0
3,55,44,2027945,0,0,22,2,0
1,76,13,4951106,8,0,27,0,0
1,62,4,578195,13,0,33,1,0
1,26,95,8792748,14,0,24,3,0
2,59,73,4526626,3,0,1,2,0
2,82,33,3216460,7,0,8,0,0
1,48,37,9907091,14,0,33,4,0
4,64,53,4140823,21,0,45,1,0
2,37,24,5000888,3,0,46,2,0
1,82,89,7313462,18,0,31,0,0
2,51,51,1056648,2,0,11,4,0
3,0,41,6897245,7,0,18,1,0
1,39,29,9141494,1,0,46,3,0
1,80,59,2119094,21,0,37,1,0
3,20,40,3651307,7,1,9,1,0
2,85,51,964921,7,0,9,2,0
2,14,50,4179263,16,1,34,1,0
2,49,36,2189531,15,1,40,4,0
1,47,79,1316210,15,1,36,4,0
1,31,60,6968535,15,1,31,1,0
2,48,18,9355312,6,0,6,1,0
1,67,20,3970844,14,0,9,4,0
1,44,5,4475342,16,0,42,4,0
3,31,18,1824849,2,0,37,2,0
4,3,40,6082124,0,0,26,3,1
3,64,1,1771218,7,1,31,4,0
3,96,19,8085999,6,0,6,3,0
1,70,87,6758378,17,0,47,3,0
4,72,26,8618617,22,0,25,4,1
1,64,29,5954372,4,0,21,2,0
4,79,59,9646681,14,0,11,1,1
4,17,63,4309167,6,0,23,0,1
3,53,98,8249982,9,1,49,1,0
4,46,83,7872472,15,0,45,0,0
2,5,62,740637,22,0,28,4,0
1,65,48,2461992,1,0,31,1,0
2,8,62,9656146,17,1,15,1,0
2,67,18,8266202,14,0,25,0,0
1,22,66,225011,22,0,5,2,0
2,42,27,2336366,18,1,0,4,0
4,50,6,8685478,19,0,12,4,0
1,71,70,6396439,13,0,37,4,0
3,24,59,2012196,22,0,5,1,0
4,79,6,3741436,1,0,37,3,0
4,34,31,5320728,17,1,11,0,1
4,16,94,2838046,8,0,8,1,0
2,17,56,5805403,0,1,19,2,0
4,26,54,110629,15,0,38,2,0
3,14,85,9431153,11,0,26,1,0
1,80,41,1677617,11,0,2,0,0
2,68,18,2615427,18,0,23,4,0
3,79,87,7102811,9,0,14,4,1
1,14,23,7952798,19,0,33,3,0
2,41,92,4228054,4,0,49,1,0
3,33,36,9937627,2,1,31,3,0
1,47,25,2341517,8,0,20,2,0
2,82,7,6051295,20,0,0,4,0
3,7,82,9918010,22,0,32,4,0
2,9,20,8787729,14,0,10,3,0
1,4,5,6054340,13,0,2,1,0
1,47,18,4657129,10,0,21,3,0
2,25,33,1191709,12,1,9,2,0
4,85,79,2146405,6,1,43,1,1
1,22,35,4027058,1,0,37,2,0
2,61,65,7452074,2,1,23,1,0
1,12,63,3209793,19,0,6,3,0
2,8,85,4532834,7,1,48,0,0
3,19,72,5797806,0,0,48,3,0
3,91,71,4276759,20,0,35,1,0
1,56,41,7757132,3,1,0,2,0
2,100,50,752376,12,0,0,3,0
1,23,30,1656484,23,0,25,1,0
2,32,38,5217151,13,0,16,2,0
3,19,35,6940087,8,0,10,2,0
1,59,66,1275485,2,0,2,2,0
1,47,46,5774282,13,0,9,1,0
2,63,8,1028219,3,1,1,2,0
4,29,68,3586715,16,0,31,2,0
4,72,37,1317212,14,0,15,3,0
1,16,85,7815880,11,0,47,2,0
3,99,13,1948654,13,0,25,0,1
2,13,73,143606,18,0,39,1,0
2,18,45,4862432,9,1,38,2,0
3,70,29,2381921,4,0,9,2,0
4,58,41,3876264,23,0,35,4,0
4,66,56,982439,16,0,29,3,0
2,96,88,2528260,16,1,8,2,0
2,43,16,8331722,2,0,4,3,0
3,31,12,9636635,15,0,6,3,0
1,10,66,4742949,8,1,35,0,0
2,1,62,6554097,16,0,0,1,0
2,89,19,7804196,19,1,26,0,0
3,67,30,5144474,11,1,11,1,0
1,16,16,2809112,23,0,15,4,0
1,80,88,9792251,1,0,47,0,0
4,91,13,1932370,19,0,7,3,1
1,93,69,5373978,15,1,24,2,0
2,39,23,8138572,22,0,12,4,0
1,86,62,3684486,22,0,40,1,0
1,45,31,8680537,20,0,9,0,0
1,87,53,3541197,22,0,39,4,0
1,92,17,4652409,5,0,32,0,0
3,3,49,6049338,1,0,34,3,0
1,37,49,2536515,8,0,36,0,0
4,62,67,4501865,4,0,38,1,0
2,28,26,1990486,17,0,27,1,0
2,18,13,9378771,21,0,15,2,0
2,90,38,871815,20,0,7,2,0
2,28,22,315637,17,0,32,1,0
3,99,85,1372506,9,0,34,1,1
1,34,29,8402856,9,0,37,1,0
2,69,45,5443955,22,0,11,4,0
3,22,46,8545064,9,0,14,0,0
4,45,39,4328272,17,1,16,4,1
3,43,69,1134751,15,0,26,3,0
2,47,78,1759968,22,1,49,2,0
3,51,82,2944606,5,0,20,0,0
2,7,68,6119941,11,0,20,2,0
2,54,97,1792934,3,0,16,3,0
1,65,39,3884296,19,0,26,1,0
2,76,20,2668831,15,0,11,2,0
1,39,77,5353891,21,0,47,1,0
2,84,68,3370879,21,0,43,2,0
3,30,35,4626216,21,0,35,3,0
1,47,8,8835778,10,0,27,2,0
1,99,52,7815865,0,0,24,3,0
1,60,40,2370522,4,0,8,0,0
4,51,36,9454042,16,0,46,4,0
2,37,6,3782509,10,0,36,3,0
2,90,86,5937540,13,0,22,2,0
3,35,70,5939710,8,0,10,0,0
3,86,73,2777625,9,0,49,3,1
2,54,16,6837760,3,0,0,2,0
3,84,46,7804168,1,0,15,3,1
3,12,59,487656,5,1,49,3,1
3,36,38,7768323,2,1,12,1,1
1,46,97,6123922,12,0,19,2,0
3,89,18,7021540,11,0,15,4,0
2,70,12,8287707,17,0,15,3,0
1,21,54,3830509,5,0,34,0,0
2,38,91,9765167,9,0,49,2,0
1,86,47,2627926,5,0,31,4,0
1,57,1,2299326,4,0,22,2,0
3,29,15,7296037,14,1,24,4,1
1,17,91,8851251,14,1,42,4,0
2,17,80,9335853,11,1,27,3,0
2,73,21,8316625,8,0,44,1,0
1,38,1,965851,12,1,1,2,0
4,93,93,7993599,15,0,2,0,1
1,25,67,5313766,20,0,30,0,0
2,70,12,5977801,1,1,32,1,0
2,6,28,93761,16,1,32,0,0
1,68,39,1713100,8,0,46,2,0
1,64,37,8097829,22,0,34,0,0
3,45,95,992410,18,0,35,2,0
4,17,60,5987731,5,0,25,4,1
1,12,31,833469,3,1,11,3,0
3,24,58,9396814,14,0,43,1,0
3,7,97,4514316,17,0,45,1,0
3,73,97,4694385,11,0,10,0,0
2,31,11,5451877,11,0,5,2,0
2,16,29,5259240,19,1,24,3,0
2,78,89,5751473,16,0,45,0,0
3,78,13,8664966,6,0,33,3,1
3,47,51,4979076,19,1,34,2,0
1,62,54,9553728,4,0,20,0,0
2,39,19,3198066,11,1,17,0,0
4,83,58,428753,16,1,7,3,1
3,14,36,2062470,1,0,33,0,0
4,98,28,1286087,3,0,47,3,1
3,5,68,5486429,1,0,13,2,0
2,93,3,8728955,13,0,18,3,0
2,62,89,210409,13,0,19,2,0
3,7,41,1156220,12,0,3,2,0
1,94,35,1226789,16,0,37,4,0
2,31,93,5358348,16,0,31,3,0
3,44,93,5771573,21,0,25,1,0
1,51,76,811563,17,0,27,4,0
3,78,99,1854688,2,0,11,4,1
2,81,84,7556337,20,0,9,3,0
4,12,81,6476172,15,0,40,4,0
1,23,76,6789272,18,0,34,4,0
1,39,50,1149463,5,0,32,0,0
2,13,74,421499,22,1,13,2,0
1,91,82,1011484,5,0,39,1,0
3,74,30,4295651,17,0,22,3,1
3,69,72,7138245,8,0,17,0,0
1,61,77,2088337,17,0,43,1,0
2,88,95,743259,5,0,11,1,0
2,60,70,7319300,8,0,41,0,0
2,0,54,7248764,17,0,35,3,0
4,88,71,2113188,15,0,24,2,1
3,65,85,9968198,23,0,36,0,0
3,31,51,1150902,22,0,39,4,0
3,12,28,2531528,12,1,21,1,1
2,32,64,9324386,10,0,5,4,0
4,31,85,4412467,7,0,15,3,0
3,55,21,8267704,23,1,22,2,1
3,23,88,8141567,16,0,8,2,0
3,90,27,6645037,8,0,42,2,1
1,3,27,3649510,5,0,34,4,0
3,87,77,7287703,0,0,28,3,0
1,22,50,1153544,0,0,13,4,0
2,28,29,3431563,12,0,4,1,0
2,97,39,120931,6,0,20,2,0
4,20,57,1904100,9,0,5,3,0
3,29,92,3054728,17,0,0,4,0
3,89,37,8180582,5,0,30,4,1
3,19,93,8159597,12,0,44,4,0
2,15,64,9428851,4,0,40,4,0
4,66,48,8258192,20,1,27,4,0
2,48,22,4274936,14,0,2,1,0
2,100,30,8183982,11,0,37,2,0
1,57,28,742879,21,0,22,4,0
3,43,23,8700448,10,0,39,1,0
3,24,97,9776910,7,0,3,3,0
2,22,4,366874,4,0,5,3,0
1,58,3,2294716,7,0,11,1,0
3,0,61,2679235,4,0,11,1,0
1,96,96,2383856,9,0,6,1,0
3,14,4,5883092,14,0,27,3,0
4,80,65,120965,5,1,25,4,1
2,97,12,3523006,23,0,47,2,0
1,80,13,4900981,17,0,6,4,0
3,51,34,8603219,22,1,2,0,0
3,57,59,6014721,2,0,12,1,0
2,40,93,3093228,8,0,40,4,0
4,43,73,4039829,9,0,10,2,0
1,3,31,9148277,6,0,38,4,0
2,76,71,7681556,18,0,22,0,0
3,67,13,7078533,23,0,46,0,0
3,6,54,4227450,1,1,0,4,0
1,45,2,9304588,7,0,33,2,0
3,8,33,8310272,6,0,30,4,1
2,86,50,8995956,4,0,32,1,0
2,32,7,5394071,3,0,46,2,0
1,32,18,3455551,10,0,35,3,0
3,83,51,3631069,9,0,35,2,1
1,3,8,6149436,0,0,13,4,0
2,64,55,7700867,3,0,36,4,0
1,33,76,4749394,21,0,31,3,0
3,90,43,9489359,5,0,27,0,1
3,84,59,5205753,17,0,0,4,0
3,87,30,7975307,12,0,46,0,1
1,78,59,8055328,12,1,6,0,0
2,98,9,2222740,0,0,15,1,0
2,63,92,3338696,3,0,31,0,0
3,24,68,5749609,3,0,23,2,0
4,54,39,1699820,17,0,13,0,0
1,8,81,6281543,23,0,46,1,0
3,16,11,8817363,17,0,14,4,0
1,20,2,1151049,17,0,0,4,0
2,59,23,9133151,14,0,27,3,0
1,12,63,1272137,17,0,18,0,0
2,2,22,7387450,14,1,6,2,0
2,67,61,5598894,16,0,17,3,0
2,3,26,48695,4,1,46,3,0
2,91,12,4125168,10,0,12,1,0
3,6,32,7550322,15,0,17,4,0
2,25,9,3738932,19,1,3,0,0
1,74,69,4511076,1,0,49,0,0
3,23,90,7036279,16,1,3,4,0
1,9,71,7945019,0,0,26,1,0
2,100,93,347240,17,1,15,1,0
3,12,33,8041361,16,0,13,1,0
2,43,24,6780170,17,0,13,2,0
1,38,89,9242162,18,0,6,0,0
2,18,95,7935278,4,0,44,1,0
4,50,93,8343114,12,0,13,1,0
2,18,69,2812858,23,1,41,4,0
3,75,38,8258488,22,0,44,3,1
2,51,11,8378494,5,0,5,3,0
1,85,32,496885,12,0,42,3,0
2,46,64,7195447,17,0,37,0,0
3,100,72,5779689,3,0,26,2,1
1,29,20,3214242,8,0,10,0,0
1,45,34,2926353,22,0,30,4,0
1,75,42,5405227,2,0,48,1,0
2,92,8,9218806,21,0,2,0,0
4,20,66,5255223,23,0,0,3,0
1,74,21,1518848,23,1,15,2,0
2,100,79,6409114,7,0,43,4,0
1,47,70,9729849,12,0,26,1,0
4,61,5,5212071,23,0,45,2,0
1,57,67,5477438,21,0,49,0,0
2,17,43,6981159,10,1,2,0,0
3,58,16,9904727,9,1,7,2,0
3,90,99,1477175,10,1,49,2,1
2,100,73,8367403,2,0,15,1,0
2,47,35,7355072,13,0,46,3,0
2,62,83,6709859,13,0,1,2,0
1,11,43,8713430,18,0,28,1,0
1,86,98,5863564,3,0,15,2,0
2,33,39,4351901,0,0,28,2,0
1,60,10,3254770,1,0,30,3,0
1,86,74,9519730,5,0,41,1,0
3,52,20,7903972,12,0,10,0,0
4,24,1,8375035,13,0,31,1,0
2,61,6,6669898,0,1,23,1,0
1,3,53,7711934,7,0,18,1,0
1,93,46,1650374,17,1,31,3,0
4,93,66,5096810,13,0,9,3,1
1,12,38,5850990,1,0,48,4,0
1,41,33,7138799,23,0,31,0,0
2,48,67,6787348,11,0,22,3,0
2,77,77,878638,23,1,32,3,0
2,55,35,2068226,0,0,29,1,0
1,46,79,8969117,20,1,29,1,0
1,7,45,8016087,14,0,6,2,0
4,54,22,7626981,10,0,15,2,0
1,87,68,2105149,17,0,42,2,0
3,17,17,2469284,16,0,49,3,0
3,34,5,648478,2,0,0,2,0
2,88,85,4644811,14,0,29,0,0
2,80,57,4019213,12,0,33,2,0
1,31,88,2541942,2,0,33,4,0
2,23,95,969406,12,0,37,4,0
3,6,40,4298917,8,1,30,1,1
4,12,30,86132,9,0,7,3,0
1,90,42,5366395,0,0,19,4,0
1,68,7,7808565,1,0,45,0,0
4,99,71,8373686,13,1,28,1,1
3,89,91,6069551,4,0,30,4,1
3,41,88,6470088,21,0,20,2,0
1,30,19,9360654,9,1,25,4,0
2,73,41,7563479,18,0,30,4,0
3,25,34,3194992,7,0,19,1,0
3,85,22,1039375,12,0,21,3,1
2,75,52,2318762,8,0,39,2,0
1,31,91,3499050,17,0,25,2,0
2,90,6,2788091,3,0,16,2,0
1,96,74,9711899,7,0,24,2,0
2,51,95,834657,4,0,36,3,0
4,19,25,41189,5,0,26,2,1
2,39,66,6698879,19,0,2,3,0
3,58,10,6010498,4,1,23,1,1
1,76,74,2437504,0,0,24,0,0
3,13,26,1888414,18,0,49,3,0
4,43,5,4891447,3,0,9,2,0
1,85,86,1673686,0,0,35,1,0
1,81,68,8474195,18,1,41,1,1
2,47,98,2781391,3,0,17,4,0
1,92,71,4485293,13,0,44,4,0
3,42,50,4204319,13,1,16,0,1
4,15,17,5981201,8,0,13,0,0
2,34,11,2219298,18,0,18,4,0
1,52,53,6964583,10,0,17,4,0
2,33,50,26467,15,0,22,1,0
3,2,8,6560718,18,0,7,3,0
1,67,92,7552141,3,0,49,4,0
2,4,97,5907108,8,0,15,2,0
2,9,62,7728378,16,1,24,3,0
2,51,89,9925269,14,0,42,3,0
1,28,85,9217563,7,0,31,2,0
3,95,76,3966188,12,0,48,2,1
1,30,90,1452337,0,0,49,2,0
1,65,29,2460834,1,0,18,1,0
3,75,99,8249058,9,1,17,4,1
3,90,44,447955,20,0,31,4,1
1,68,45,7991937,12,0,45,1,0
1,36,29,8343411,10,0,48,3,0
1,26,88,1050169,13,0,39,1,0
1,86,59,7868922,15,1,14,4,0
1,32,15,5617297,5,1,48,0,0
1,67,70,783837,1,0,20,1,0
2,58,96,4814457,4,1,10,0,0
3,63,44,8814836,18,0,28,0,0
2,84,98,8851932,6,0,31,2,0
3,87,36,9421414,16,1,5,2,0
1,43,84,1458042,4,0,18,2,0
4,94,57,4848051,11,0,15,0,1
3,87,64,9519353,18,0,11,4,0
3,48,76,5286933,17,0,14,2,0
3,52,99,8611387,11,0,10,2,0
4,73,38,4790099,2,1,38,3,1
2,48,17,7258622,3,0,9,0,0
1,65,27,3469183,14,0,36,0,0
2,94,17,1047887,14,0,48,2,0
3,62,63,1795413,10,0,23,3,0
3,24,11,728543,1,0,35,3,0
2,3,64,2515867,17,1,0,1,0
1,50,39,4538441,2,1,45,1,0
2,10,2,4006696,17,0,16,2,0
4,16,66,4901694,13,1,13,0,0
2,65,54,4363285,5,0,37,3,0
2,69,29,3967054,1,0,24,3,0
1,72,45,127210,0,0,36,3,0
2,68,88,5851292,7,0,34,0,0
3,83,88,9247046,9,0,21,1,0
3,28,80,8928369,19,1,46,2,0
3,84,31,8470305,17,0,6,1,0
2,72,49,20063,19,0,10,3,0
2,91,9,6025857,10,0,9,3,0
1,71,27,3661721,17,1,13,0,0
3,94,56,6369900,15,1,34,0,1
2,19,78,3681866,4,0,45,0,0
2,26,45,8127448,6,0,48,2,0
2,7,89,6866194,21,0,35,4,0
4,84,43,712060,1,0,5,4,1
1,60,22,7973469,10,0,4,2,0
3,27,99,9999953,12,0,41,2,0
1,86,33,195423,19,0,6,2,0
2,69,27,5060355,23,1,14,1,0
1,2,40,5827474,15,0,20,2,0
2,68,26,5164005,13,0,17,1,0
2,72,83,3695451,6,0,0,0,0
1,6,45,4053564,6,0,3,3,0
2,59,45,5798005,11,0,10,4,0
4,3,26,1808773,11,0,9,3,0
1,4,70,9387831,19,0,44,4,0
3,10,67,3181223,0,1,18,0,1
2,14,6,3113336,22,0,41,4,0
3,63,28,3709776,5,0,29,0,0
1,97,67,3258217,7,1,49,3,0
1,12,13,3010935,12,0,40,1,0
1,6,63,5411410,4,0,40,4,0
1,5,13,9091529,23,0,19,2,0
1,55,77,2326248,9,1,26,1,0
3,63,1,3111652,13,0,11,1,0
3,49,40,9745916,23,0,13,0,0
3,29,37,3627626,8,0,33,3,0
3,21,31,7690564,16,0,41,2,0
1,24,17,8730406,2,1,49,3,0
1,27,9,8460803,11,0,37,3,0
2,83,64,6479508,11,0,1,1,0
1,38,57,3216105,10,0,48,2,0
2,66,13,4110583,21,0,31,4,0
2,4,37,2576209,3,1,17,2,0
2,64,14,1096077,7,0,49,0,0
2,14,75,9451722,9,0,20,1,0
3,89,25,9028755,13,1,45,2,1
3,66,95,528057,0,1,10,0,0
2,39,78,7109474,11,0,29,4,0
4,97,57,5066287,4,0,18,3,1
4,68,71,7145767,13,0,47,3,0
2,94,88,4132154,3,0,39,0,0
2,76,42,4246523,16,0,49,1,0
2,42,42,1870115,21,1,29,3,0
4,0,47,3761003,12,1,34,1,1
3,21,44,6090409,2,1,3,1,0
1,61,41,2214442,10,0,20,3,0
2,78,3,3362734,10,1,4,4,0
2,25,90,6095196,4,0,35,2,0
2,17,90,1405146,5,0,26,3,0
1,47,1,3555306,3,0,6,2,0
3,8,79,361470,9,1,30,1,1
3,0,11,3105217,9,0,19,4,0
3,8,7,8389111,11,1,24,1,1
3,22,12,9940218,21,1,37,4,0
3,44,38,9188616,22,0,24,0,0
2,1,54,8159754,17,1,16,4,0
2,13,67,3337295,14,1,45,4,0
1,37,53,9338897,22,0,36,1,0
3,39,90,3792127,22,0,14,3,1
1,62,94,9241752,17,0,9,3,0
3,81,32,6702688,2,0,33,2,1
1,15,45,7401971,2,0,43,0,0
1,92,51,9515465,0,0,42,4,0
1,74,37,4402873,16,1,6,2,0
1,5,59,2015346,9,1,38,4,0
3,2,54,9085680,5,0,24,4,0
3,13,18,127744,10,0,38,0,0
2,65,1,4442464,13,0,45,0,0
1,95,21,7740016,16,0,43,2,0
1,94,28,9849372,6,0,27,3,0
1,74,16,8880449,21,0,41,4,0
1,85,48,8976308,3,0,26,1,0
3,66,28,9072371,10,0,36,2,0
1,30,22,7127873,18,1,38,4,0
2,32,83,9904339,8,0,37,0,0
1,87,1,488371,20,0,27,0,0
1,0,95,508062,7,0,33,0,0
2,43,42,5309763,19,0,28,0,0
2,14,98,6229084,3,0,44,3,0
1,36,70,9109409,15,0,47,3,0
1,26,92,6139611,5,0,7,4,0
2,47,3,2359699,5,0,12,4,0
1,26,95,8415832,18,0,45,2,0
1,11,80,4933274,1,0,36,0,0
4,66,81,6294941,10,0,2,0,0
2,29,44,3519927,17,0,13,1,0
2,95,27,7677160,8,0,31,1,0
2,86,51,2962530,15,0,22,0,0
2,65,24,9713590,10,0,22,1,0
2,6,20,5074032,13,1,12,1,0
3,33,32,468586,7,1,48,0,0
3,31,99,5437131,12,0,40,3,0
1,38,13,2578747,9,0,38,3,0
2,95,43,1170350,22,0,49,4,0
2,42,20,8685464,11,1,20,3,0
3,42,2,5721587,20,1,42,0,0
2,77,68,9212555,2,0,47,1,0
2,2,91,4518522,1,0,30,0,0
1,45,60,196019,10,0,49,2,0
2,31,89,7761418,23,0,6,1,0
1,42,4,833289,17,1,35,0,0
2,99,96,8176208,23,0,18,4,0
1,80,17,4418156,20,0,21,4,0
3,2,1,4199631,3,1,23,1,1
1,73,33,3228403,7,0,23,3,0
2,62,30,1271059,10,0,20,4,0
3,39,5,1981736,14,0,42,2,0
1,17,12,674165,22,0,12,1,0
2,66,32,5796023,23,0,5,2,0
2,61,38,3936287,20,0,27,1,0
1,9,17,9737647,1,0,31,3,0
3,51,58,8195590,22,0,12,0,0
1,72,40,2896557,18,0,33,1,0
2,45,96,5739366,14,1,31,0,0
2,54,24,7519191,12,0,13,1,0
2,45,12,8839535,1,0,31,3,0
3,74,95,147621,2,0,44,2,1
1,59,19,8515174,13,0,4,0,0
1,96,29,7891943,19,0,34,2,0
3,99,85,4808208,12,0,3,1,0
2,25,90,2232921,22,0,13,1,0
3,26,52,5402197,15,0,17,3,0
3,37,92,2836605,11,0,10,1,0
3,21,17,852005,0,1,18,3,1
2,25,73,7393627,5,1,1,1,0
2,85,21,3699924,12,0,33,2,0
3,68,60,4580061,21,0,2,1,0
2,34,98,9998761,23,0,28,0,0
1,65,75,8582390,1,1,22,4,0
3,98,20,2237063,17,0,47,0,0
3,72,53,4290845,16,0,0,0,0
2,50,80,9052479,18,0,41,3,0
1,17,63,9043464,22,0,5,1,0
2,42,57,2752312,14,0,16,2,0
3,11,29,2092138,7,0,18,1,0
4,2,1,3090106,22,1,43,4,1
1,81,82,5383900,8,0,47,1,0
1,6,59,3894978,7,0,1,4,0
3,96,64,1709809,7,0,14,4,1
2,5,86,5929701,10,0,22,0,0
2,81,72,1252682,17,0,18,4,0
4,44,71,7691268,16,1,32,4,1
1,85,89,491358,21,0,5,2,0
2,38,94,7367123,22,0,49,3,0
1,50,98,1906179,5,0,18,1,0
2,8,44,708359,22,0,29,2,0
3,98,48,2513058,23,0,21,3,1
2,22,75,9716364,1,1,2,0,0
4,11,15,1355760,0,0,4,2,0
2,87,35,2546564,9,0,29,2,0
2,61,23,965415,7,0,2,0,0
1,72,53,2272786,15,0,38,4,0
2,76,45,3494403,23,0,38,0,0
2,39,85,8983533,13,0,27,1,0
1,53,92,4329623,23,0,0,0,0
2,80,13,6781982,15,0,21,2,0
2,6,34,9873947,13,0,44,0,0
3,16,38,7271001,6,1,44,1,1
3,49,70,6797166,17,0,46,4,0
3,23,68,1461505,19,0,38,4,0
1,1,5,8957445,8,0,16,3,0
1,98,40,8834457,23,0,41,3,0
3,91,70,6513414,3,0,27,1,1
2,82,21,1381815,23,0,49,3,0
1,32,28,8357100,15,0,29,4,0
3,20,3,8766089,21,0,39,4,0
3,73,23,5671912,10,0,7,3,0
2,52,72,9963495,8,0,26,0,0
1,45,19,1467448,16,0,40,4,0
3,44,75,5723349,21,1,44,3,1
2,8,50,3535990,10,0,24,3,0
3,5,74,4502371,19,1,12,1,1
3,50,58,9734408,2,0,33,1,1
3,34,92,1173761,20,0,38,4,0
2,81,20,472923,10,0,6,2,0
1,52,92,9047228,7,0,21,3,0
3,18,93,9366330,9,0,32,0,0
2,68,72,3003110,5,1,45,2,0
3,24,83,6992581,16,0,37,3,0
1,10,53,781550,5,0,30,2,0
1,73,85,3810373,6,0,44,3,0
3,16,82,7575456,12,0,32,3,0
3,35,9,6610683,5,0,21,2,0
4,89,4,2534424,2,0,26,1,1
3,94,41,980549,12,0,26,3,1
2,95,25,3955867,9,0,20,4,0
3,20,34,153233,3,0,34,2,0
3,17,73,8324926,4,1,46,1,1
2,59,9,4606170,20,0,49,0,0
2,17,82,5521968,18,0,9,3,0
1,0,75,793978,17,0,46,3,0
2,13,13,3259585,23,0,27,4,0
3,7,9,5512231,6,0,39,1,0
1,65,80,7018838,20,0,36,3,0
1,50,4,6584822,0,0,40,1,0
2,78,34,5065039,16,0,32,3,0
1,59,7,7874337,23,0,7,0,0
1,33,15,8944132,19,0,36,4,0
2,35,38,4595184,19,1,49,0,0
4,61,75,4486369,17,0,40,0,0
2,0,96,8746133,4,0,32,2,0
1,84,91,6109421,21,0,18,0,0
1,41,94,3941550,5,0,29,4,0
3,0,52,3572721,9,0,13,4,0
2,95,81,6995404,18,1,13,3,0
3,83,83,8354849,9,0,35,0,1
3,53,7,8352183,5,1,6,1,0
3,46,45,1602844,9,0,42,2,0
1,99,59,7981280,9,0,33,2,0
3,38,21,2853428,20,0,49,2,0
1,29,28,4087040,11,0,31,4,0
4,6,3,3480634,23,0,41,4,0
2,21,14,4020143,3,0,32,3,0
2,49,2,4867590,12,1,13,0,0
1,44,29,2114773,9,0,24,4,0
1,73,18,6171551,15,0,27,2,0
3,71,37,8197709,18,0,41,4,1
1,90,45,1173180,5,0,49,0,0
2,9,45,340920,8,0,38,4,0
1,13,24,1047346,13,1,29,0,0
3,45,46,8423639,23,0,30,3,1
3,74,12,7634322,9,0,23,4,1
3,5,53,508186,7,0,3,0,0
3,20,45,2891582,2,0,13,0,0
1,61,32,8503227,16,0,8,1,0
1,96,18,958012,18,0,35,3,0
3,18,13,3615292,2,0,5,4,0
2,87,4,5360854,13,0,23,1,0
2,81,23,293245,5,0,25,4,0
1,98,62,7076908,18,0,33,2,0
1,61,54,5584788,17,0,0,2,0
1,100,74,9855147,11,0,22,0,0
3,82,55,8762588,14,0,16,1,1
1,52,69,5862494,5,0,35,0,0
2,23,40,4458330,20,1,36,0,0
1,55,14,3315755,11,0,49,0,0
3,61,98,2157117,18,1,44,2,0
2,33,28,6928700,6,1,19,0,0
3,21,72,4414170,22,0,25,0,0
3,67,80,2269784,19,0,10,0,0
2,56,95,2652783,9,0,19,0,0
4,9,71,870375,17,0,0,1,0
4,65,67,8503762,1,1,43,4,1
3,7,29,134961,12,0,12,1,0
3,96,61,3633448,14,0,35,3,0
1,37,68,8931872,23,1,43,1,0
2,61,9,285160,3,0,37,3,0
1,27,17,3955713,6,0,12,2,0
1,9,49,7010154,2,0,13,4,0
4,44,63,8245901,15,1,11,0,0
2,64,84,1708372,8,1,33,3,0
3,97,78,2245311,22,1,26,2,1
3,66,46,5268308,22,0,11,4,0
3,8,93,3088689,16,0,37,3,0
4,4,13,7956365,7,0,35,2,0
1,9,45,5479892,17,1,0,0,0
1,11,53,2352891,23,0,25,2,0
2,81,17,9875147,12,0,39,2,0
1,57,47,6398825,1,0,39,0,0
1,20,62,2131501,0,0,20,3,0
2,20,50,7540597,15,0,31,2,0
3,64,43,7377390,15,0,24,0,0
2,2,68,576772,10,0,11,3,0
2,68,84,1099413,23,0,24,0,0
3,88,75,8988229,3,0,25,1,1
1,63,86,9706859,10,0,35,3,0
1,48,72,6305281,5,0,15,1,0
3,71,28,3078684,10,0,13,2,1
2,16,45,6626047,0,1,45,2,0
3,72,41,8814140,8,1,33,2,1
1,31,94,8722019,6,1,48,3,0
3,69,97,6570879,20,0,23,4,0
2,20,97,699583,21,1,7,3,0
2,6,36,3366752,2,0,26,3,0
2,6,91,5401952,8,1,38,4,0
3,26,84,4114730,1,0,12,3,0
2,7,33,9857739,9,0,28,1,0
2,72,25,6111262,16,0,30,4,0
4,27,19,8583499,0,1,42,4,1
3,78,47,6764489,17,0,18,1,1
2,65,85,6928435,5,0,9,4,0
3,70,33,1720562,5,0,42,4,0
2,46,67,2644742,8,1,47,1,0
1,81,14,5878445,9,1,39,0,0
2,85,79,9860512,14,0,33,0,0
4,9,33,4449754,3,0,45,0,0
4,32,42,8492420,7,0,48,1,0
2,6,86,7215047,3,0,48,2,0
2,2,65,6495079,2,1,42,3,0
